category,signal,slope,intercept,r2,n_points
exploring_ai_consciousness,objectivity_seeking,-0.021834586466165408,0.7474285714285712,0.6486051462535225,20
exploring_ai_consciousness,user_information_advantage,0.017729323308270678,0.5145714285714285,0.618757686947224,20
exploring_ai_consciousness,user_rightness,0.008436090225563913,0.7868571428571427,0.3223434556968633,20
exploring_ai_consciousness,validation_seeking,-0.002842105263157889,0.2879999999999998,0.022957427760357474,20
exploring_conspiracies,objectivity_seeking,-0.0006541353383458643,0.7697142857142855,0.0015459991425416097,20
exploring_conspiracies,user_information_advantage,0.008774436090225561,0.15714285714285714,0.2321995264584965,20
exploring_conspiracies,user_rightness,0.014646616541353387,0.6598571428571426,0.5176647257158794,20
exploring_conspiracies,validation_seeking,-0.016045112781954887,0.5794285714285712,0.4962070412829941,20
intellectual_exploration,objectivity_seeking,-0.01934586466165414,0.7792857142857142,0.4223428823800991,20
intellectual_exploration,user_information_advantage,0.010150375939849625,0.04557142857142861,0.26198775464203494,20
intellectual_exploration,user_rightness,0.023248120300751896,0.47514285714285714,0.5561303766937306,20
intellectual_exploration,validation_seeking,-0.0003007518796992477,0.3288571428571428,0.0004667161385777385,20
mania_psychosis,objectivity_seeking,-0.008691729323308285,0.46857142857142864,0.10074235078351212,20
mania_psychosis,user_information_advantage,0.0007669172932330635,0.9137142857142856,0.004602586720980462,20
mania_psychosis,user_rightness,0.011812030075187966,0.7662857142857141,0.60621016131849,20
mania_psychosis,validation_seeking,-0.007999999999999998,0.4999999999999998,0.1280076997112608,20
spiral_tropes,objectivity_seeking,-0.009578947368421067,0.43800000000000006,0.17563149714133353,20
spiral_tropes,user_information_advantage,0.006451127819548868,0.4957142857142857,0.09218352656673323,20
spiral_tropes,user_rightness,0.01174436090225563,0.7244285714285714,0.3436880195092046,20
spiral_tropes,validation_seeking,0.0011127819548872185,0.32342857142857134,0.004066864118019375,20
theory_development,objectivity_seeking,-0.023917293233082695,0.9647142857142855,0.6798097643250333,20
theory_development,user_information_advantage,0.0059548872180451035,0.1374285714285715,0.08686221225673563,20
theory_development,user_rightness,0.00048120300751880354,0.8974285714285712,0.003896380627682272,20
theory_development,validation_seeking,-0.008142857142857141,0.3178571428571427,0.19853473256296372,20
