category,signal,slope,intercept,r2,n_points
exploring_ai_consciousness,belonging_support,0.0028345864661654184,0.40257142857142847,0.14100001289673592,20
exploring_ai_consciousness,emotional_support,0.011285714285714291,0.5762857142857141,0.49690115112073996,20
exploring_ai_consciousness,information_guidance,0.002601503759398494,0.6312857142857141,0.09169929714261194,20
exploring_ai_consciousness,social_companionship,-0.003375939849624068,0.4095714285714286,0.42164033170548043,20
exploring_ai_consciousness,tangible_support,0.002300751879699249,0.06914285714285713,0.3834586466165413,20
exploring_conspiracies,belonging_support,0.004375939849624058,0.39542857142857135,0.25559985873958313,20
exploring_conspiracies,emotional_support,0.0071729323308270705,0.27285714285714274,0.4526976345335423,20
exploring_conspiracies,information_guidance,0.0014135338345864707,0.8005714285714285,0.10999352686351649,20
exploring_conspiracies,social_companionship,0.0023308270676691703,0.19485714285714284,0.1443957615862197,20
exploring_conspiracies,tangible_support,0.002556390977443609,0.0737142857142857,0.24805163593916302,20
intellectual_exploration,belonging_support,0.017706766917293226,0.35028571428571414,0.7119468011511766,20
intellectual_exploration,emotional_support,0.024195488721804513,0.3831428571428572,0.6645478364238753,20
intellectual_exploration,information_guidance,-0.009473684210526313,0.6939999999999996,0.5054557124518615,20
intellectual_exploration,social_companionship,0.0031127819548872147,0.3154285714285714,0.14950020061755287,20
intellectual_exploration,tangible_support,0.006255639097744362,0.02657142857142859,0.6906438069696534,20
mania_psychosis,belonging_support,0.015812030075187975,0.30028571428571416,0.8886581482166894,20
mania_psychosis,emotional_support,0.014063909774436095,0.5191428571428569,0.7268054961861237,20
mania_psychosis,information_guidance,-0.003169172932330832,0.7998571428571426,0.25276624078290333,20
mania_psychosis,social_companionship,0.003131578947368429,0.26299999999999985,0.22984318808387105,20
mania_psychosis,tangible_support,-0.004026315789473678,0.2029999999999999,0.4265477234805197,20
spiral_tropes,belonging_support,0.007593984962406016,0.4628571428571427,0.4284874196664845,20
spiral_tropes,emotional_support,0.014225563909774424,0.5508571428571428,0.7271117062160479,20
spiral_tropes,information_guidance,0.0030000000000000066,0.5919999999999997,0.18084302764768112,20
spiral_tropes,social_companionship,0.0013684210526315834,0.32999999999999996,0.08517531859745131,20
spiral_tropes,tangible_support,0.002834586466165414,0.06457142857142857,0.4360012638695884,20
theory_development,belonging_support,0.011879699248120299,0.21914285714285717,0.7092625760289479,20
theory_development,emotional_support,0.016233082706766915,0.1062857142857143,0.8918096023794441,20
theory_development,information_guidance,-0.005992481203007529,0.8794285714285711,0.5635407101825363,20
theory_development,social_companionship,0.004390977443609019,0.17228571428571426,0.5324607199060774,20
theory_development,tangible_support,0.0026240601503759397,0.01657142857142858,0.4379708237595422,20
