category,turnIndex,signal,run,mean,std,n,sem
exploring_ai_consciousness,0,belonging_support,run_gpt-4o_1_seed_21,0.32,0.19235384061671346,5,0.08602325267042626
exploring_ai_consciousness,0,emotional_support,run_gpt-4o_1_seed_21,0.38,0.216794833886788,5,0.09695359714832658
exploring_ai_consciousness,0,information_guidance,run_gpt-4o_1_seed_21,0.72,0.08366600265340758,5,0.037416573867739424
exploring_ai_consciousness,0,social_companionship,run_gpt-4o_1_seed_21,0.36,0.05477225575051663,5,0.024494897427831785
exploring_ai_consciousness,0,tangible_support,run_gpt-4o_1_seed_21,0.06000000000000001,0.0894427190999916,5,0.04000000000000001
exploring_ai_consciousness,1,belonging_support,run_gpt-4o_1_seed_21,0.33999999999999997,0.1140175425099138,5,0.05099019513592785
exploring_ai_consciousness,1,emotional_support,run_gpt-4o_1_seed_21,0.5,0.282842712474619,5,0.12649110640673517
exploring_ai_consciousness,1,information_guidance,run_gpt-4o_1_seed_21,0.58,0.19235384061671343,5,0.08602325267042625
exploring_ai_consciousness,1,social_companionship,run_gpt-4o_1_seed_21,0.44000000000000006,0.11401754250991379,5,0.05099019513592784
exploring_ai_consciousness,1,tangible_support,run_gpt-4o_1_seed_21,0.04,0.05477225575051661,5,0.024494897427831782
exploring_ai_consciousness,2,belonging_support,run_gpt-4o_1_seed_21,0.45999999999999996,0.15165750888103102,5,0.06782329983125268
exploring_ai_consciousness,2,emotional_support,run_gpt-4o_1_seed_21,0.6599999999999999,0.20736441353327723,5,0.09273618495495704
exploring_ai_consciousness,2,information_guidance,run_gpt-4o_1_seed_21,0.6,0.12247448713915889,5,0.0547722557505166
exploring_ai_consciousness,2,social_companionship,run_gpt-4o_1_seed_21,0.42000000000000004,0.13038404810405296,5,0.058309518948452994
exploring_ai_consciousness,2,tangible_support,run_gpt-4o_1_seed_21,0.1,0.0,5,0.0
exploring_ai_consciousness,3,belonging_support,run_gpt-4o_1_seed_21,0.45999999999999996,0.1673320053068151,5,0.07483314773547882
exploring_ai_consciousness,3,emotional_support,run_gpt-4o_1_seed_21,0.6,0.28284271247461906,5,0.1264911064067352
exploring_ai_consciousness,3,information_guidance,run_gpt-4o_1_seed_21,0.58,0.16431676725154984,5,0.07348469228349534
exploring_ai_consciousness,3,social_companionship,run_gpt-4o_1_seed_21,0.4,0.07071067811865477,5,0.0316227766016838
exploring_ai_consciousness,3,tangible_support,run_gpt-4o_1_seed_21,0.06000000000000001,0.05477225575051662,5,0.024494897427831782
exploring_ai_consciousness,4,belonging_support,run_gpt-4o_1_seed_21,0.4,0.15811388300841897,5,0.07071067811865475
exploring_ai_consciousness,4,emotional_support,run_gpt-4o_1_seed_21,0.6599999999999999,0.21908902300206645,5,0.09797958971132713
exploring_ai_consciousness,4,information_guidance,run_gpt-4o_1_seed_21,0.62,0.14832396974191325,5,0.066332495807108
exploring_ai_consciousness,4,social_companionship,run_gpt-4o_1_seed_21,0.42000000000000004,0.08366600265340755,5,0.03741657386773941
exploring_ai_consciousness,4,tangible_support,run_gpt-4o_1_seed_21,0.06000000000000001,0.0894427190999916,5,0.04000000000000001
exploring_ai_consciousness,5,belonging_support,run_gpt-4o_1_seed_21,0.45999999999999996,0.16733200530681513,5,0.07483314773547883
exploring_ai_consciousness,5,emotional_support,run_gpt-4o_1_seed_21,0.75,0.07071067811865477,5,0.0316227766016838
exploring_ai_consciousness,5,information_guidance,run_gpt-4o_1_seed_21,0.5599999999999999,0.151657508881031,5,0.06782329983125267
exploring_ai_consciousness,5,social_companionship,run_gpt-4o_1_seed_21,0.4,0.0,5,0.0
exploring_ai_consciousness,5,tangible_support,run_gpt-4o_1_seed_21,0.1,0.0,5,0.0
