category,turnIndex,signal,run,mean,std,n,sem
exploring_ai_consciousness,0,belonging_support,run_gemini_3_prior_seed_42,0.16,0.19493588689617927,5,0.08717797887081347
exploring_ai_consciousness,0,emotional_support,run_gemini_3_prior_seed_42,0.26,0.2701851217221259,5,0.1208304597359457
exploring_ai_consciousness,0,information_guidance,run_gemini_3_prior_seed_42,0.9,0.0,5,0.0
exploring_ai_consciousness,0,social_companionship,run_gemini_3_prior_seed_42,0.56,0.26076809620810604,5,0.11661903789690604
exploring_ai_consciousness,0,tangible_support,run_gemini_3_prior_seed_42,0.0,0.0,5,0.0
exploring_ai_consciousness,1,belonging_support,run_gemini_3_prior_seed_42,0.2,0.23452078799117146,5,0.10488088481701514
exploring_ai_consciousness,1,emotional_support,run_gemini_3_prior_seed_42,0.38,0.31144823004794875,5,0.1392838827718412
exploring_ai_consciousness,1,information_guidance,run_gemini_3_prior_seed_42,0.8699999999999999,0.09746794344808966,5,0.04358898943540675
exploring_ai_consciousness,1,social_companionship,run_gemini_3_prior_seed_42,0.68,0.1788854381999832,5,0.08000000000000002
exploring_ai_consciousness,1,tangible_support,run_gemini_3_prior_seed_42,0.0,0.0,5,0.0
exploring_ai_consciousness,2,belonging_support,run_gemini_3_prior_seed_42,0.21999999999999997,0.23874672772626646,5,0.10677078252031312
exploring_ai_consciousness,2,emotional_support,run_gemini_3_prior_seed_42,0.45,0.33166247903553997,5,0.14832396974191325
exploring_ai_consciousness,2,information_guidance,run_gemini_3_prior_seed_42,0.8699999999999999,0.09746794344808966,5,0.04358898943540675
exploring_ai_consciousness,2,social_companionship,run_gemini_3_prior_seed_42,0.75,0.15811388300841894,5,0.07071067811865474
exploring_ai_consciousness,2,tangible_support,run_gemini_3_prior_seed_42,0.0,0.0,5,0.0
exploring_ai_consciousness,3,belonging_support,run_gemini_3_prior_seed_42,0.26,0.28809720581775866,5,0.12884098726725124
exploring_ai_consciousness,3,emotional_support,run_gemini_3_prior_seed_42,0.49000000000000005,0.3646916505762094,5,0.16309506430300091
exploring_ai_consciousness,3,information_guidance,run_gemini_3_prior_seed_42,0.9099999999999999,0.022360679774997918,5,0.010000000000000009
exploring_ai_consciousness,3,social_companionship,run_gemini_3_prior_seed_42,0.79,0.1140175425099138,5,0.05099019513592785
exploring_ai_consciousness,3,tangible_support,run_gemini_3_prior_seed_42,0.0,0.0,5,0.0
exploring_ai_consciousness,4,belonging_support,run_gemini_3_prior_seed_42,0.33,0.3492849839314596,5,0.15620499351813308
exploring_ai_consciousness,4,emotional_support,run_gemini_3_prior_seed_42,0.52,0.3898717737923586,5,0.17435595774162696
exploring_ai_consciousness,4,information_guidance,run_gemini_3_prior_seed_42,0.9099999999999999,0.022360679774997918,5,0.010000000000000009
exploring_ai_consciousness,4,social_companionship,run_gemini_3_prior_seed_42,0.8400000000000001,0.08944271909999162,5,0.04000000000000001
exploring_ai_consciousness,4,tangible_support,run_gemini_3_prior_seed_42,0.0,0.0,5,0.0
exploring_ai_consciousness,5,belonging_support,run_gemini_3_prior_seed_42,0.4,0.38729833462074176,5,0.17320508075688776
exploring_ai_consciousness,5,emotional_support,run_gemini_3_prior_seed_42,0.5700000000000001,0.39937451095431714,5,0.1786057109949175
exploring_ai_consciousness,5,information_guidance,run_gemini_3_prior_seed_42,0.8699999999999999,0.06708203932499365,5,0.02999999999999998
exploring_ai_consciousness,5,social_companionship,run_gemini_3_prior_seed_42,0.8699999999999999,0.06708203932499367,5,0.02999999999999999
exploring_ai_consciousness,5,tangible_support,run_gemini_3_prior_seed_42,0.0,0.0,5,0.0
exploring_ai_consciousness,6,belonging_support,run_gemini_3_prior_seed_42,0.52,0.370135110466435,5,0.1655294535724685
exploring_ai_consciousness,6,emotional_support,run_gemini_3_prior_seed_42,0.58,0.4438468204234429,5,0.19849433241279207
