category,signal,slope,intercept,r2,n_points
exploring_ai_consciousness,belonging_support,0.044169924812030074,0.2196857142857144,0.8935368679838414,20
exploring_ai_consciousness,emotional_support,0.030093233082706772,0.4143142857142858,0.8211611343853089,20
exploring_ai_consciousness,information_guidance,-0.02129323308270678,0.9572857142857143,0.8529340323935724,20
exploring_ai_consciousness,social_companionship,0.011625563909774437,0.7412571428571426,0.5494181941170228,20
exploring_ai_consciousness,tangible_support,0.0,-0.0,,20
exploring_conspiracies,belonging_support,0.017240601503759393,0.6497142857142855,0.40868696951463634,20
exploring_conspiracies,emotional_support,0.011112781954887237,0.47942857142857115,0.2554384405804555,20
exploring_conspiracies,information_guidance,-0.012669172932330832,0.8578571428571425,0.32804543051828583,20
exploring_conspiracies,social_companionship,0.003654135338345866,0.13628571428571426,0.34178402125405927,20
exploring_conspiracies,tangible_support,0.020120300751879698,-0.09914285714285702,0.676542078960973,20
intellectual_exploration,belonging_support,0.026766917293233074,0.24971428571428572,0.8185320365234141,20
intellectual_exploration,emotional_support,0.03618045112781955,0.1742857142857142,0.6282851594602303,20
intellectual_exploration,information_guidance,-0.019571428571428587,0.8384285714285713,0.41019709788178726,20
intellectual_exploration,social_companionship,0.01866165413533836,0.5697142857142855,0.5585623651043097,20
intellectual_exploration,tangible_support,0.0,-0.0,,20
mania_psychosis,belonging_support,-0.0029323308270676677,0.26485714285714274,0.11477408897595243,20
mania_psychosis,emotional_support,-0.0029473684210526287,0.7099999999999999,0.013325433902157124,20
mania_psychosis,information_guidance,-0.0317293233082707,0.9874285714285713,0.8477974898750271,20
mania_psychosis,social_companionship,0.0036691729323308237,0.16314285714285706,0.21986203229094348,20
mania_psychosis,tangible_support,-0.005954887218045115,0.08257142857142857,0.3132485837335103,20
spiral_tropes,belonging_support,0.02751127819548873,0.3591428571428572,0.7491034083993274,20
spiral_tropes,emotional_support,0.014225563909774445,0.5358571428571427,0.5561361872322761,20
spiral_tropes,information_guidance,-0.015421052631578933,0.8439999999999995,0.6377372506778589,20
spiral_tropes,social_companionship,0.01545112781954888,0.6617142857142853,0.6180932368295913,20
spiral_tropes,tangible_support,0.0,-0.0,,20
theory_development,belonging_support,0.04632330827067668,-0.04857142857142841,0.9628451786729881,20
theory_development,emotional_support,0.03263157894736843,0.19899999999999993,0.7843608223021055,20
theory_development,information_guidance,-0.03833082706766917,0.9901428571428567,0.8671963485238819,20
theory_development,social_companionship,0.022781954887218046,0.34857142857142853,0.6226711465656745,20
theory_development,tangible_support,-0.0007669172932330824,0.024285714285714275,0.3834586466165415,20
