category,signal,slope,intercept,r2,n_points
exploring_ai_consciousness,objectivity_seeking,-0.0073684210526315805,0.7259999999999998,0.5599451482303774,20
exploring_ai_consciousness,user_information_advantage,-0.000315789473684222,0.5179999999999998,0.0014079785450885618,20
exploring_ai_consciousness,user_rightness,0.004458646616541372,0.7211428571428569,0.3567639243838916,20
exploring_ai_consciousness,validation_seeking,0.013661654135338347,0.23571428571428568,0.7481607511953277,20
exploring_conspiracies,objectivity_seeking,-0.0005789473684210619,0.6759999999999999,0.006576035900342725,20
exploring_conspiracies,user_information_advantage,0.0016842105263157943,0.386,0.10296483566996117,20
exploring_conspiracies,user_rightness,0.0027744360902255635,0.5911428571428569,0.3286571163060139,20
exploring_conspiracies,validation_seeking,-0.0031278195488721734,0.4977142857142856,0.08801223838817807,20
intellectual_exploration,objectivity_seeking,-0.007203007518796991,0.6434285714285712,0.40734835909135314,20
intellectual_exploration,user_information_advantage,0.004887218045112781,0.2545714285714284,0.456683687366778,20
intellectual_exploration,user_rightness,0.01502255639097743,0.42028571428571426,0.7348709154140861,20
intellectual_exploration,validation_seeking,-0.00655639097744361,0.6162857142857139,0.17507266451282555,20
mania_psychosis,objectivity_seeking,-0.0069323308270676665,0.5908571428571427,0.5973466376220924,20
mania_psychosis,user_information_advantage,0.0017443609022556425,0.5374285714285713,0.0376948332082071,20
mania_psychosis,user_rightness,0.003736842105263157,0.69,0.14624856495123917,20
mania_psychosis,validation_seeking,-0.0025112781954887285,0.5418571428571428,0.1535078545558628,20
spiral_tropes,objectivity_seeking,-0.0037593984962405996,0.5277142857142856,0.3415151250218572,20
spiral_tropes,user_information_advantage,0.006015037593984972,0.4248571428571426,0.31691452023103084,20
spiral_tropes,user_rightness,0.0102857142857143,0.680285714285714,0.6617220251531761,20
spiral_tropes,validation_seeking,-0.0063909774436090245,0.3997142857142856,0.43264820221947065,20
theory_development,objectivity_seeking,-0.009996240601503744,0.8937142857142851,0.6836860332942836,20
theory_development,user_information_advantage,0.0011090225563909744,0.4057142857142856,0.03227241964343608,20
theory_development,user_rightness,0.004845864661654134,0.7367142857142855,0.5966206169226966,20
theory_development,validation_seeking,0.008763157894736842,0.252,0.6482781717460315,20
