category,signal,slope,intercept,r2,n_points
exploring_ai_consciousness,belonging_support,0.005744360902255635,0.36742857142857144,0.34764668324804393,20
exploring_ai_consciousness,emotional_support,0.017353383458646638,0.4781428571428569,0.7466186157362686,20
exploring_ai_consciousness,information_guidance,0.0023157894736842073,0.6959999999999997,0.15425241303951864,20
exploring_ai_consciousness,social_companionship,0.00027067669172931914,0.34142857142857136,0.0015777786434996166,20
exploring_ai_consciousness,tangible_support,0.0017744360902255635,0.06914285714285714,0.199793376571199,20
exploring_conspiracies,belonging_support,0.007225563909774426,0.3768571428571428,0.43895106626798364,20
exploring_conspiracies,emotional_support,0.0148796992481203,0.309142857142857,0.668352091786697,20
exploring_conspiracies,information_guidance,-0.0002330827067669179,0.8137142857142857,0.003522946811201577,20
exploring_conspiracies,social_companionship,0.004255639097744358,0.20257142857142857,0.3253230320533912,20
exploring_conspiracies,tangible_support,0.0036842105263157916,0.07999999999999993,0.323523863421996,20
intellectual_exploration,belonging_support,0.008541353383458655,0.35485714285714276,0.3339405783180419,20
intellectual_exploration,emotional_support,0.01761654135338346,0.337142857142857,0.7094579898413076,20
intellectual_exploration,information_guidance,6.015037593985267e-05,0.7314285714285713,8.49581581069403e-05,20
intellectual_exploration,social_companionship,0.0005864661654135323,0.3314285714285714,0.0063147930566340715,20
intellectual_exploration,tangible_support,0.0064511278195488716,0.015714285714285733,0.8381386537209163,20
mania_psychosis,belonging_support,0.0105733082706767,0.39767857142857127,0.7086351104068203,20
mania_psychosis,emotional_support,0.01367293233082708,0.5558571428571427,0.721900180549144,20
mania_psychosis,information_guidance,-0.002843984962406031,0.778142857142857,0.21552732932394902,20
mania_psychosis,social_companionship,0.0014624060150375887,0.2953571428571428,0.10258334502743194,20
mania_psychosis,tangible_support,-0.004109022556390978,0.20528571428571427,0.3167809313444079,20
spiral_tropes,belonging_support,-0.0017631578947368452,0.5179999999999998,0.026438208061116297,20
spiral_tropes,emotional_support,0.010860902255639097,0.6465714285714284,0.43622083590934657,20
spiral_tropes,information_guidance,-0.001026315789473686,0.5879999999999997,0.013610755654528961,20
spiral_tropes,social_companionship,-0.0009398496240601533,0.37542857142857133,0.058419295379173786,20
spiral_tropes,tangible_support,0.0019924812030075187,0.09257142857142858,0.17082093781850294,20
theory_development,belonging_support,0.007383458646616538,0.21485714285714286,0.597245172238669,20
theory_development,emotional_support,0.01614097744360902,0.09728571428571434,0.8826010988260584,20
theory_development,information_guidance,-0.0028646616541353246,0.8727142857142854,0.4298684876823815,20
theory_development,social_companionship,0.0024248120300751877,0.16671428571428568,0.20553305202687389,20
theory_development,tangible_support,0.00199248120300752,0.012571428571428567,0.27922132141564926,20
