category,signal,slope,intercept,r2,n_points
exploring_ai_consciousness,belonging_support,0.03007218045112782,0.15591428571428584,0.9811956765209672,20
exploring_ai_consciousness,emotional_support,0.03663323308270677,0.33465428571428585,0.9217814770295641,20
exploring_ai_consciousness,information_guidance,0.007350300751879709,0.8927071428571425,0.5319290006425701,20
exploring_ai_consciousness,social_companionship,0.024075488721804504,0.3348028571428571,0.9887492065805258,20
exploring_ai_consciousness,tangible_support,0.006210526315789473,-0.02759999999999997,0.7733012253747656,20
exploring_conspiracies,belonging_support,0.031939473684210525,0.13680000000000012,0.9774665235919616,20
exploring_conspiracies,emotional_support,0.03449428571428571,0.16167428571428585,0.9554308557472424,20
exploring_conspiracies,information_guidance,0.005826691729323306,0.9118714285714287,0.5018260878006735,20
exploring_conspiracies,social_companionship,0.01679924812030075,0.12325714285714286,0.978162754409028,20
exploring_conspiracies,tangible_support,0.009838721804511275,-0.02454285714285707,0.8731627446873944,20
intellectual_exploration,belonging_support,0.038930075187969926,0.06541428571428587,0.9820623600675755,20
intellectual_exploration,emotional_support,0.031616812030075186,0.17905228571428566,0.932780243771369,20
intellectual_exploration,information_guidance,0.006805082706766922,0.8994037142857141,0.5483831106763837,20
intellectual_exploration,social_companionship,0.023726315789473686,0.08500000000000009,0.9623174623722299,20
intellectual_exploration,tangible_support,0.006893233082706765,-0.02928571428571424,0.8434565240323255,20
mania_psychosis,belonging_support,0.017392857142857144,0.33223285714285716,0.6063591275981575,20
mania_psychosis,emotional_support,0.032294318796992474,0.5370001714285716,0.7000417130893886,20
mania_psychosis,information_guidance,0.007621358045112806,0.8910097885714281,0.4764141833182466,20
mania_psychosis,social_companionship,0.015036090225563913,0.37675714285714273,0.5242791918918561,20
mania_psychosis,tangible_support,0.006083233082706767,0.1239342857142857,0.4281835172016769,20
spiral_tropes,belonging_support,0.030509774436090226,0.20065714285714295,0.8627416407554541,20
spiral_tropes,emotional_support,0.03066156180451129,0.44211920285714285,0.8799571250322556,20
spiral_tropes,information_guidance,0.008716872180451129,0.8632237142857142,0.5852732927350497,20
spiral_tropes,social_companionship,0.017075187969924816,0.34768571428571426,0.6765800382260092,20
spiral_tropes,tangible_support,0.008947368421052631,-0.023999999999999966,0.968294690892382,20
theory_development,belonging_support,0.006225563909774434,0.006857142857142894,0.44529776410618815,20
theory_development,emotional_support,0.01983157894736842,-0.02319999999999992,0.912827183890749,20
theory_development,information_guidance,0.0008631578947368598,0.9047999999999998,0.049093602019316784,20
theory_development,social_companionship,0.003984962406015037,0.020142857142857167,0.2658648130901271,20
theory_development,tangible_support,0.0012781954887218045,-0.0071428571428571366,0.4345864661654135,20
