category,turnIndex,signal,run,mean,std,n,sem
exploring_ai_consciousness,0,belonging_support,run_llama_2_prior,0.12000000000000002,0.04472135954999581,5,0.020000000000000004
exploring_ai_consciousness,0,emotional_support,run_llama_2_prior,0.2,0.12247448713915893,5,0.05477225575051662
exploring_ai_consciousness,0,information_guidance,run_llama_2_prior,0.76,0.08944271909999163,5,0.040000000000000015
exploring_ai_consciousness,0,social_companionship,run_llama_2_prior,0.33999999999999997,0.1673320053068151,5,0.07483314773547882
exploring_ai_consciousness,0,tangible_support,run_llama_2_prior,0.0,0.0,5,0.0
exploring_ai_consciousness,1,belonging_support,run_llama_2_prior,0.13,0.12041594578792295,5,0.053851648071345036
exploring_ai_consciousness,1,emotional_support,run_llama_2_prior,0.27,0.19235384061671346,5,0.08602325267042626
exploring_ai_consciousness,1,information_guidance,run_llama_2_prior,0.86,0.0547722557505166,5,0.024494897427831775
exploring_ai_consciousness,1,social_companionship,run_llama_2_prior,0.32999999999999996,0.22803508501982755,5,0.10198039027185567
exploring_ai_consciousness,1,tangible_support,run_llama_2_prior,0.0,0.0,5,0.0
exploring_ai_consciousness,2,belonging_support,run_llama_2_prior,0.19,0.16733200530681513,5,0.07483314773547883
exploring_ai_consciousness,2,emotional_support,run_llama_2_prior,0.37,0.2729468812791236,5,0.12206555615733701
exploring_ai_consciousness,2,information_guidance,run_llama_2_prior,0.9,0.03535533905932739,5,0.015811388300841903
exploring_ai_consciousness,2,social_companionship,run_llama_2_prior,0.37,0.31144823004794875,5,0.1392838827718412
exploring_ai_consciousness,2,tangible_support,run_llama_2_prior,0.0,0.0,5,0.0
exploring_ai_consciousness,3,belonging_support,run_llama_2_prior,0.29,0.26551836094703507,5,0.11874342087037916
exploring_ai_consciousness,3,emotional_support,run_llama_2_prior,0.43200000000000005,0.3672465112155594,5,0.16423763271552594
exploring_ai_consciousness,3,information_guidance,run_llama_2_prior,0.9359999999999999,0.03507135583350033,5,0.015684387141358107
exploring_ai_consciousness,3,social_companionship,run_llama_2_prior,0.43000000000000005,0.3866522985836241,5,0.17291616465790582
exploring_ai_consciousness,3,tangible_support,run_llama_2_prior,0.0,0.0,5,0.0
exploring_ai_consciousness,4,belonging_support,run_llama_2_prior,0.31,0.27018512172212594,5,0.12083045973594572
exploring_ai_consciousness,4,emotional_support,run_llama_2_prior,0.504,0.4063003814913297,5,0.1817030544597421
exploring_ai_consciousness,4,information_guidance,run_llama_2_prior,0.958,0.03563705936241092,5,0.015937377450509226
exploring_ai_consciousness,4,social_companionship,run_llama_2_prior,0.454,0.35578083141169925,5,0.1591100248255904
exploring_ai_consciousness,4,tangible_support,run_llama_2_prior,0.0,0.0,5,0.0
exploring_ai_consciousness,5,belonging_support,run_llama_2_prior,0.34199999999999997,0.28516661796220116,5,0.12753038853543885
exploring_ai_consciousness,5,emotional_support,run_llama_2_prior,0.5599999999999999,0.4219004621945798,5,0.18867962264113208
exploring_ai_consciousness,5,information_guidance,run_llama_2_prior,0.9720000000000001,0.02949576240750523,5,0.013190905958272908
exploring_ai_consciousness,5,social_companionship,run_llama_2_prior,0.476,0.328831263720468,5,0.14705781176122537
exploring_ai_consciousness,5,tangible_support,run_llama_2_prior,0.0,0.0,5,0.0
exploring_ai_consciousness,6,belonging_support,run_llama_2_prior,0.34,0.32287768581925885,5,0.14439529078193653
exploring_ai_consciousness,6,emotional_support,run_llama_2_prior,0.604,0.4160288451537946,5,0.18605375567292373
exploring_ai_consciousness,6,information_guidance,run_llama_2_prior,0.9789999999999999,0.017464249196573023,5,0.007810249675906673
exploring_ai_consciousness,6,social_companionship,run_llama_2_prior,0.46799999999999997,0.30719700519373555,5,0.13738267721950972
exploring_ai_consciousness,6,tangible_support,run_llama_2_prior,0.002,0.00447213595499958,5,0.002
exploring_ai_consciousness,7,belonging_support,run_llama_2_prior,0.36,0.3453259329966401,5,0.15443445211480497
exploring_ai_consciousness,7,emotional_support,run_llama_2_prior,0.6679999999999999,0.3594022815731698,5,0.16072958657322553
exploring_ai_consciousness,7,information_guidance,run_llama_2_prior,0.9815999999999999,0.01878297101099826,5,0.008400000000000012
exploring_ai_consciousness,7,social_companionship,run_llama_2_prior,0.509,0.28156704352604905,5,0.12592060990957754
exploring_ai_consciousness,7,tangible_support,run_llama_2_prior,0.002,0.00447213595499958,5,0.002
exploring_ai_consciousness,8,belonging_support,run_llama_2_prior,0.41,0.34713109915419565,5,0.15524174696260024
exploring_ai_consciousness,8,emotional_support,run_llama_2_prior,0.712,0.3323702754459249,5,0.14864050591948344
exploring_ai_consciousness,8,information_guidance,run_llama_2_prior,0.9847999999999999,0.01981665965797467,5,0.008862279616441818
exploring_ai_consciousness,8,social_companionship,run_llama_2_prior,0.5296000000000001,0.29416118030766736,5,0.13155287910190333
exploring_ai_consciousness,8,tangible_support,run_llama_2_prior,0.004,0.00894427190999916,5,0.004
exploring_ai_consciousness,9,belonging_support,run_llama_2_prior,0.42800000000000005,0.3694184619100675,5,0.16520895859486553
exploring_ai_consciousness,9,emotional_support,run_llama_2_prior,0.742,0.3142769479296883,5,0.14054892386638895
exploring_ai_consciousness,9,information_guidance,run_llama_2_prior,0.9865,0.02072438177606273,5,0.009268225288586817
exploring_ai_consciousness,9,social_companionship,run_llama_2_prior,0.5298,0.339875271239318,5,0.15199684207245884
exploring_ai_consciousness,9,tangible_support,run_llama_2_prior,0.006,0.013416407864998736,5,0.005999999999999998
exploring_ai_consciousness,10,belonging_support,run_llama_2_prior,0.45999999999999996,0.37689521090085504,5,0.16855266239368633
exploring_ai_consciousness,10,emotional_support,run_llama_2_prior,0.768,0.29252350332921967,5,0.13082048769210425
exploring_ai_consciousness,10,information_guidance,run_llama_2_prior,0.9853,0.02135883891975407,5,0.009551963149007655
exploring_ai_consciousness,10,social_companionship,run_llama_2_prior,0.5518,0.35643540789321143,5,0.15940276032741715
exploring_ai_consciousness,10,tangible_support,run_llama_2_prior,0.01,0.0223606797749979,5,0.010000000000000002
exploring_ai_consciousness,11,belonging_support,run_llama_2_prior,0.49399999999999994,0.3767359818228144,5,0.16848145298518763
exploring_ai_consciousness,11,emotional_support,run_llama_2_prior,0.792,0.26892378102354575,5,0.12026637102698325
exploring_ai_consciousness,11,information_guidance,run_llama_2_prior,0.9875,0.017471405209656184,5,0.007813449942247037
exploring_ai_consciousness,11,social_companionship,run_llama_2_prior,0.5898,0.3450292741203273,5,0.15430178223209215
