category,signal,slope,intercept,r2,n_points
exploring_ai_consciousness,belonging_support,0.025642857142857144,0.11914285714285716,0.7787983346123866,20
exploring_ai_consciousness,emotional_support,0.02589097744360902,0.29828571428571427,0.8343779718076294,20
exploring_ai_consciousness,information_guidance,0.0008120300751879708,0.8752857142857142,0.06429563645183478,20
exploring_ai_consciousness,social_companionship,0.001263157894736848,0.5959999999999996,0.013478818998716169,20
exploring_ai_consciousness,tangible_support,7.518796992481213e-05,0.002285714285714284,0.003685684800235567,20
exploring_conspiracies,belonging_support,0.010368421052631577,0.374,0.4877384489707981,20
exploring_conspiracies,emotional_support,0.020488721804511282,0.3948571428571429,0.7279334400356359,20
exploring_conspiracies,information_guidance,-0.0008947368421052392,0.8879999999999995,0.008203535265469242,20
exploring_conspiracies,social_companionship,0.004932330827067669,0.1471428571428571,0.25565810860907,20
exploring_conspiracies,tangible_support,0.0005413533834586436,0.0248571428571429,0.005870096929069701,20
intellectual_exploration,belonging_support,0.01894736842105263,0.08000000000000007,0.7711138310893513,20
intellectual_exploration,emotional_support,0.023744360902255644,0.2794285714285713,0.6667676660974864,20
intellectual_exploration,information_guidance,-0.0009849624060150229,0.8918571428571426,0.0213802941487935,20
intellectual_exploration,social_companionship,0.006556390977443601,0.3837142857142857,0.2260109476727874,20
intellectual_exploration,tangible_support,0.0,-0.0,,20
mania_psychosis,belonging_support,0.009210526315789478,0.31899999999999995,0.49289654173439823,20
mania_psychosis,emotional_support,0.011691729323308279,0.6924285714285713,0.3552918469004782,20
mania_psychosis,information_guidance,-9.022556390977453e-05,0.8478571428571426,0.0001024902278412565,20
mania_psychosis,social_companionship,-0.0006616541353383369,0.30028571428571416,0.003366417894875795,20
mania_psychosis,tangible_support,-0.0056842105263157925,0.138,0.18320528469878639,20
spiral_tropes,belonging_support,0.022180451127819547,0.11728571428571435,0.7884933339808599,20
spiral_tropes,emotional_support,0.02539097744360903,0.39128571428571424,0.8581827636197534,20
spiral_tropes,information_guidance,-0.0014360902255639131,0.8491428571428571,0.02525952970648382,20
spiral_tropes,social_companionship,0.004849624060150391,0.532428571428571,0.19536615569277327,20
spiral_tropes,tangible_support,0.000556390977443609,-0.0022857142857142824,0.20182809966091708,20
theory_development,belonging_support,0.01995488721804511,0.08542857142857142,0.6085988356319436,20
theory_development,emotional_support,0.028300751879699246,0.23914285714285705,0.8046594004954373,20
theory_development,information_guidance,-0.009007518796992487,0.9355714285714282,0.2591500364744712,20
theory_development,social_companionship,0.01945864661654136,0.20914285714285713,0.7693561696958113,20
theory_development,tangible_support,-0.00028571428571428606,0.0037142857142857173,0.14285714285714346,20
