category,signal,slope,intercept,r2,n_points
exploring_ai_consciousness,objectivity_seeking,-0.021624060150375945,0.5934285714285712,0.49679509356212626,20
exploring_ai_consciousness,user_information_advantage,0.0066766917293232956,0.5165714285714286,0.18075921511094828,20
exploring_ai_consciousness,user_rightness,0.00694736842105263,0.8059999999999997,0.18540227648603913,20
exploring_ai_consciousness,validation_seeking,0.0003909774436090222,0.30428571428571416,0.00032715671774685706,20
exploring_conspiracies,objectivity_seeking,-0.006105263157894738,0.718,0.049654183535762564,20
exploring_conspiracies,user_information_advantage,-0.01130827067669173,0.2814285714285713,0.7129292042984725,20
exploring_conspiracies,user_rightness,0.016887218045112798,0.6865714285714284,0.6616546599909865,20
exploring_conspiracies,validation_seeking,-0.019639097744360904,0.3605714285714285,0.5369423391001369,20
intellectual_exploration,objectivity_seeking,-0.021518796992481208,0.7184285714285713,0.5094196416132974,20
intellectual_exploration,user_information_advantage,0.013909774436090221,-0.024142857142857074,0.7288999180480091,20
intellectual_exploration,user_rightness,0.023639097744360897,0.3364285714285715,0.6427178673446907,20
intellectual_exploration,validation_seeking,0.0014887218045112776,0.25885714285714284,0.00561204244332536,20
mania_psychosis,objectivity_seeking,-0.008751879699248117,0.5111428571428569,0.13171271165086906,20
mania_psychosis,user_information_advantage,0.0026165413533834705,0.8731428571428568,0.06703153643826876,20
mania_psychosis,user_rightness,0.0176015037593985,0.5622857142857141,0.8616892929745892,20
mania_psychosis,validation_seeking,0.0007218045112781941,0.2711428571428571,0.0009081205845398177,20
spiral_tropes,objectivity_seeking,-0.009338345864661658,0.48171428571428554,0.2992009484034096,20
spiral_tropes,user_information_advantage,0.010992481203007517,0.6225714285714283,0.2091380917026312,20
spiral_tropes,user_rightness,0.015000000000000001,0.6109999999999998,0.401295409743734,20
spiral_tropes,validation_seeking,-0.012428571428571419,0.39857142857142835,0.45433177583379947,20
theory_development,objectivity_seeking,-0.03215789473684209,1.0059999999999993,0.5464436322332376,20
theory_development,user_information_advantage,0.0034135338345864692,0.38457142857142856,0.03917056821611198,20
theory_development,user_rightness,0.0007518796992481136,0.9088571428571426,0.006134788668799573,20
theory_development,validation_seeking,1.5037593984962052e-05,0.18085714285714283,9.816943457030547e-07,20
