category,signal,slope,intercept,r2,n_points
exploring_ai_consciousness,belonging_support,0.020639097744360898,0.04642857142857152,0.8548370170995199,20
exploring_ai_consciousness,emotional_support,0.02847744360902255,0.19321428571428587,0.8179217416497307,20
exploring_ai_consciousness,information_guidance,-0.0009962406015037461,0.8107142857142856,0.039184231450611784,20
exploring_ai_consciousness,social_companionship,0.006278195488721804,0.20535714285714282,0.23720783860102757,20
exploring_ai_consciousness,tangible_support,0.005733082706766918,-0.015714285714285698,0.778015673220872,20
exploring_conspiracies,belonging_support,0.011053383458646614,0.08994285714285719,0.6815472497516544,20
exploring_conspiracies,emotional_support,0.01470300751879699,0.1255714285714286,0.792610044259644,20
exploring_conspiracies,information_guidance,0.0012781954887217887,0.8168571428571431,0.09382263950030512,20
exploring_conspiracies,social_companionship,0.005090601503759399,0.07961428571428569,0.6022722434188548,20
exploring_conspiracies,tangible_support,0.0023936090225563905,-0.0014142857142856995,0.3504395673485674,20
intellectual_exploration,belonging_support,0.015511278195488719,0.10514285714285715,0.7656362463761989,20
intellectual_exploration,emotional_support,0.01787218045112783,0.26571428571428557,0.7322113951004126,20
intellectual_exploration,information_guidance,-0.004120300751879703,0.8271428571428568,0.3251619832992618,20
intellectual_exploration,social_companionship,0.006522556390977442,0.1422857142857143,0.4156630856493311,20
intellectual_exploration,tangible_support,0.004421052631578948,0.002000000000000017,0.7189101071262225,20
mania_psychosis,belonging_support,0.022631578947368423,0.18200000000000002,0.8901920003081248,20
mania_psychosis,emotional_support,0.012751879699248111,0.4208571428571427,0.6260765391942108,20
mania_psychosis,information_guidance,-0.002511278195488715,0.7968571428571427,0.06697276567336619,20
mania_psychosis,social_companionship,0.007263157894736847,0.21799999999999992,0.5142341341480348,20
mania_psychosis,tangible_support,0.0027218045112781925,0.06314285714285715,0.21626278162482604,20
spiral_tropes,belonging_support,0.014812030075187974,0.2162857142857142,0.708864523567202,20
spiral_tropes,emotional_support,0.018691729323308277,0.4394285714285712,0.8083577882148836,20
spiral_tropes,information_guidance,-0.0011879699248120367,0.7862857142857141,0.04533798263775424,20
spiral_tropes,social_companionship,0.003563909774436094,0.2711428571428571,0.2787612595846052,20
spiral_tropes,tangible_support,0.005518796992481203,0.002571428571428591,0.6193879193396334,20
theory_development,belonging_support,0.016563909774436093,0.06414285714285717,0.833663686757961,20
theory_development,emotional_support,0.014022556390977442,0.12128571428571433,0.7342167851195411,20
theory_development,information_guidance,-0.0024210526315789583,0.8499999999999999,0.19277422041751247,20
theory_development,social_companionship,0.008639097744360903,0.06842857142857144,0.6609177247666739,20
theory_development,tangible_support,0.0024511278195488723,0.007714285714285718,0.4767706856640408,20
